,gbifID,identifier,species,genus,family,class,phylum,file_name
11657,779854291,http://www.tierstimmenarchiv.de/recordings/Equus_grevyi_V2099_06_short.mp3,Equus grevyi,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_grevyi/779854291.mp3
8411,779862935,http://www.tierstimmenarchiv.de/recordings/Phoenicurus_phoenicurus_Co0143_03_short.mp3,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862935.mp3
4892,991893954,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_Kr0061_03_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/991893954.mp3
2966,1143514619,http://www.tierstimmenarchiv.de/recordings/Charadrius_tricollaris_Lue0048_02_short.mp3,Charadrius tricollaris,Charadrius,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Charadrius/Charadrius_tricollaris/1143514619.mp3
5327,893481436,http://www.tierstimmenarchiv.de/recordings/Luscinia_megarhynchos_DIG0161_40_short.mp3,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/893481436.mp3
7475,779864567,http://www.tierstimmenarchiv.de/recordings/Porzana_parva_DIG0110_23_short.mp3,Porzana parva,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_parva/779864567.mp3
15225,779846124,http://www.tierstimmenarchiv.de/recordings/Anthus_pratensis_DIG0062_08_short.mp3,Anthus pratensis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_pratensis/779846124.mp3
6127,779868519,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_CoMC0015_06_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868519.mp3
5380,893472542,http://www.tierstimmenarchiv.de/recordings/Glaucidium_passerinum_DIG0165_01_short.mp3,Glaucidium passerinum,Glaucidium,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Glaucidium/Glaucidium_passerinum/893472542.mp3
7423,779864619,http://www.tierstimmenarchiv.de/recordings/Porzana_porzana_DIG0107_53_short.mp3,Porzana porzana,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_porzana/779864619.mp3
8076,779863417,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_collybita_DIG0011_12_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863417.mp3
14568,779847020,http://www.tierstimmenarchiv.de/recordings/Bombycilla_garrulus_PF00586_short.mp3,Bombycilla garrulus,Bombycilla,Bombycillidae,Aves,Chordata,Chordata/Aves/Bombycillidae/Bombycilla/Bombycilla_garrulus/779847020.mp3
6826,779866443,http://www.tierstimmenarchiv.de/recordings/Streptopelia_decaocto_DIG0140_04_short.mp3,Streptopelia decaocto,Streptopelia,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Streptopelia/Streptopelia_decaocto/779866443.mp3
16191,779852508,http://www.tierstimmenarchiv.de/recordings/Dendrobates_leucomelas_A0036_15_short.mp3,Dendrobates leucomelas,Dendrobates,Dendrobatidae,Amphibia,Chordata,Chordata/Amphibia/Dendrobatidae/Dendrobates/Dendrobates_leucomelas/779852508.mp3
10426,779857145,http://www.tierstimmenarchiv.de/recordings/Gulo_gulo_S0259_01_short.mp3,Gulo gulo,Gulo,Mustelidae,Mammalia,Chordata,Chordata/Mammalia/Mustelidae/Gulo/Gulo_gulo/779857145.mp3
14687,779846809,http://www.tierstimmenarchiv.de/recordings/Ateles_paniscus_S1303_03_short.mp3,Ateles paniscus,Ateles,Atelidae,Mammalia,Chordata,Chordata/Mammalia/Atelidae/Ateles/Ateles_paniscus/779846809.mp3
6978,779865963,http://www.tierstimmenarchiv.de/recordings/Scivul17_short.mp3,Sciurus vulgaris,Sciurus,Sciuridae,Mammalia,Chordata,Chordata/Mammalia/Sciuridae/Sciurus/Sciurus_vulgaris/779865963.mp3
5335,893481428,http://www.tierstimmenarchiv.de/recordings/Lullula_arborea_DIG0169_19_short.mp3,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/893481428.mp3
10938,779856021,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2003_02_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856021.mp3
15211,779846141,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_CoMC0016_08_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846141.mp3
5791,779869110,http://www.tierstimmenarchiv.de/recordings/Tytalb14_short.mp3,Tyto alba,Tyto,Tytonidae,Aves,Chordata,Chordata/Aves/Tytonidae/Tyto/Tyto_alba/779869110.mp3
11553,779854557,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_V2084_05_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/779854557.mp3
4960,991881621,http://www.tierstimmenarchiv.de/recordings/Chloris_chloris_Tre_N0001_04_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/991881621.mp3
10907,779856053,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2081_11_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856053.mp3
8425,779862921,http://www.tierstimmenarchiv.de/recordings/Phoenicurus_ochruros_V1807_36_short.mp3,Phoenicurus ochruros,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_ochruros/779862921.mp3
69,1482861069,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_21_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861069.mp3
4213,1052810320,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0176_33_short.mp3,Locustella naevia,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_naevia/1052810320.mp3
15297,779846010,http://www.tierstimmenarchiv.de/recordings/Anthus_pratensis_PF00318_short.mp3,Anthus pratensis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_pratensis/779846010.mp3
15372,779845753,http://www.tierstimmenarchiv.de/recordings/Anser_anser_V2131_05_short.mp3,Anser anser,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_anser/779845753.mp3
15816,779844815,http://www.tierstimmenarchiv.de/recordings/Actitis_hypoleucos_DIG0002_19_short.mp3,Actitis hypoleucos,Actitis,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Actitis/Actitis_hypoleucos/779844815.mp3
10293,779857516,http://www.tierstimmenarchiv.de/recordings/Hippolais_icterina_Tre_P0020_01_short.mp3,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/779857516.mp3
6711,779866887,http://www.tierstimmenarchiv.de/recordings/Sus_scrofa_V2121_30_short.mp3,Sus scrofa,Sus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Sus/Sus_scrofa/779866887.mp3
15071,779846284,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0137_09_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846284.mp3
6141,779868499,http://www.tierstimmenarchiv.de/recordings/Turdus_iliacus_DIG0006_25_short.mp3,Turdus iliacus,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_iliacus/779868499.mp3
435,1249269526,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Lue0096_05_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1249269526.mp3
2587,1143515622,http://www.tierstimmenarchiv.de/recordings/Tachybaptus_ruficollis_Lue0046_03_short.mp3,Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Aves,Chordata,Chordata/Aves/Podicipedidae/Tachybaptus/Tachybaptus_ruficollis/1143515622.mp3
60,1482861146,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_04_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861146.mp3
13824,779849246,http://www.tierstimmenarchiv.de/recordings/Carduelis_carduelis_V1826_40_short.mp3,Carduelis carduelis,Carduelis,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carduelis/Carduelis_carduelis/779849246.mp3
8691,779862181,http://www.tierstimmenarchiv.de/recordings/Parus_major_DIG0053_12_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862181.mp3
5979,779868752,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_V2026_03_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868752.mp3
874,1249268939,http://www.tierstimmenarchiv.de/recordings/Emberiza_melanocephala_Lue0087_01_short.mp3,Emberiza melanocephala,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_melanocephala/1249268939.mp3
2337,1228009954,http://www.tierstimmenarchiv.de/recordings/Melopsittacus_undulatus_Lue0056_06_short.mp3,Melopsittacus undulatus,Melopsittacus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Melopsittacus/Melopsittacus_undulatus/1228009954.mp3
13386,779850062,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_PF00763_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850062.mp3
5309,893481857,http://www.tierstimmenarchiv.de/recordings/Lynx_canadensis_S1304_17_short.mp3,Lynx canadensis,Lynx,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Lynx/Lynx_canadensis/893481857.mp3
15044,779846312,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0088_06_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846312.mp3
10551,779856768,http://www.tierstimmenarchiv.de/recordings/Geopelia_cuneata_V2086_30_short.mp3,Geopelia cuneata,Geopelia,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Geopelia/Geopelia_cuneata/779856768.mp3
3287,1132421059,http://www.tierstimmenarchiv.de/recordings/Iduna_pallida_DIG0191_02_short.mp3,Iduna pallida,Iduna,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Iduna/Iduna_pallida/1132421059.mp3
8274,779863108,http://www.tierstimmenarchiv.de/recordings/Fa_N0116_Phylloscopus_collybita_034_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863108.mp3
5639,779869767,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0011_01_short.mp3,Vulpes corsac,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_corsac/779869767.mp3
15894,779844731,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_scirpaceus_V2073_01_short.mp3,Acrocephalus scirpaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_scirpaceus/779844731.mp3
11761,779854092,http://www.tierstimmenarchiv.de/recordings/Emberiza_schoeniclus_Co0039_04_short.mp3,Emberiza schoeniclus,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_schoeniclus/779854092.mp3
2176,1229655009,http://www.tierstimmenarchiv.de/recordings/Neophron_percnopterus_Lue0059_02_short.mp3,Neophron percnopterus,Neophron,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Neophron/Neophron_percnopterus/1229655009.mp3
906,1249268812,http://www.tierstimmenarchiv.de/recordings/Creatophora_cinerea_Lue0101_02_short.mp3,Creatophora cinerea,Creatophora,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Creatophora/Creatophora_cinerea/1249268812.mp3
8542,779862625,http://www.tierstimmenarchiv.de/recordings/Phalcoboenus_australis_S1509_15_short.mp3,Phalcoboenus australis,Phalcoboenus,Falconidae,Aves,Chordata,Chordata/Aves/Falconidae/Phalcoboenus/Phalcoboenus_australis/779862625.mp3
1381,1229954356,http://www.tierstimmenarchiv.de/recordings/Sylvia_curruca_Bru_DAT0178_10_short.mp3,Sylvia curruca,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_curruca/1229954356.mp3
8993,779860941,http://www.tierstimmenarchiv.de/recordings/Pachyptila_belcheri_DIG0157_31_short.mp3,Pachyptila belcheri,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_belcheri/779860941.mp3
8887,779861300,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_V2134_26_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/779861300.mp3
9947,779858624,http://www.tierstimmenarchiv.de/recordings/Locustella_lanceolata_BeDAT0001_32_short.mp3,Locustella lanceolata,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_lanceolata/779858624.mp3
12615,779852757,http://www.tierstimmenarchiv.de/recordings/Picoides_major_V2078_22_short.mp3,Dendrocopos major,Dendrocopos,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dendrocopos/Dendrocopos_major/779852757.mp3
3901,1052812306,http://www.tierstimmenarchiv.de/recordings/Prunella_modularis_Tre_N0089_04_short.mp3,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/1052812306.mp3
2916,1143514720,http://www.tierstimmenarchiv.de/recordings/Ducula_aenea_Lue0054_02_short.mp3,Ducula aenea,Ducula,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Ducula/Ducula_aenea/1143514720.mp3
14760,779846721,http://www.tierstimmenarchiv.de/recordings/Asio_otus_PF00494_short.mp3,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846721.mp3
6578,779867121,http://www.tierstimmenarchiv.de/recordings/Sylvia_borin_DIG0007_04_short.mp3,Sylvia borin,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_borin/779867121.mp3
5361,893476975,http://www.tierstimmenarchiv.de/recordings/Ixobrychus_sinensis_DIG0164_14_short.mp3,Ixobrychus sinensis,Ixobrychus,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Ixobrychus/Ixobrychus_sinensis/893476975.mp3
14533,779847130,http://www.tierstimmenarchiv.de/recordings/Bos_taurus_f_taurus_S0250_02_short.mp3,Bos taurus,Bos,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Bos/Bos_taurus/779847130.mp3
7708,779864110,http://www.tierstimmenarchiv.de/recordings/Pionites_melanocephala_V1662_11_short.mp3,Pionites melanocephalus,Pionites,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Pionites/Pionites_melanocephalus/779864110.mp3
10645,779856392,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_V1494_17_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856392.mp3
10670,779856367,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_M0001_10_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856367.mp3
14515,779847149,http://www.tierstimmenarchiv.de/recordings/Bos_taurus_f_taurus_V2100_32_short.mp3,Bos taurus,Bos,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Bos/Bos_taurus/779847149.mp3
10794,779856187,http://www.tierstimmenarchiv.de/recordings/Fulica_atra_DIG0114_13_short.mp3,Fulica atra,Fulica,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Fulica/Fulica_atra/779856187.mp3
3814,1052813283,http://www.tierstimmenarchiv.de/recordings/Sitta_europaea_Tre_N0032_01_short.mp3,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/1052813283.mp3
7177,779865219,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_PF02823_short.mp3,Rallus aquaticus,Rallus,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Rallus/Rallus_aquaticus/779865219.mp3
11962,779853820,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0163_02_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853820.mp3
14671,779846827,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_07_short.mp3,Athene noctua,Athene,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Athene/Athene_noctua/779846827.mp3
15286,779846021,http://www.tierstimmenarchiv.de/recordings/Anthus_pratensis_PF00329_short.mp3,Anthus pratensis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_pratensis/779846021.mp3
9964,779858603,http://www.tierstimmenarchiv.de/recordings/Locustella_fluviatilis_Co0126_07_short.mp3,Locustella fluviatilis,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_fluviatilis/779858603.mp3
5846,779869029,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_V2056_11_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779869029.mp3
13143,779851035,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00871_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851035.mp3
8118,779863265,http://www.tierstimmenarchiv.de/recordings/Fa_N0156_Phylloscopus_collybita_brehmii_002_short.mp3,Phylloscopus ibericus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_ibericus/779863265.mp3
7012,779865850,http://www.tierstimmenarchiv.de/recordings/Saimiri_sciureus_V1829_20_short.mp3,Saimiri sciureus,Saimiri,Cebidae,Mammalia,Chordata,Chordata/Mammalia/Cebidae/Saimiri/Saimiri_sciureus/779865850.mp3
3279,1132421210,http://www.tierstimmenarchiv.de/recordings/Parus_major_Kr0075_02_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1132421210.mp3
9998,779858474,http://www.tierstimmenarchiv.de/recordings/Alcippe_chrysotis_V2039_07_short.mp3,Lioparus chrysotis,Lioparus,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Lioparus/Lioparus_chrysotis/779858474.mp3
13334,779850218,http://www.tierstimmenarchiv.de/recordings/Chorthippus_apricarius_Arth0186_03_short.mp3,Chorthippus apricarius,Chorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Chorthippus/Chorthippus_apricarius/779850218.mp3
8172,779863210,http://www.tierstimmenarchiv.de/recordings/Fa_N0550_1_Phylloscopus_collybita_092_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863210.mp3
7799,779863995,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V2093_12_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863995.mp3
12658,779852668,http://www.tierstimmenarchiv.de/recordings/Picoides_major_Co0152_03_short.mp3,Dendrocopos major,Dendrocopos,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dendrocopos/Dendrocopos_major/779852668.mp3
11564,779854545,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_V2000_02_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/779854545.mp3
13456,779849990,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_PF00691_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779849990.mp3
14550,779847113,http://www.tierstimmenarchiv.de/recordings/Bos_taurus_f_taurus_V2010_07_short.mp3,Bos taurus,Bos,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Bos/Bos_taurus/779847113.mp3
5910,779868934,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_AuMC0183_07_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868934.mp3
8954,779861027,http://www.tierstimmenarchiv.de/recordings/Pan_troglodytes_S1484_02_short.mp3,Pan troglodytes,Pan,Hominidae,Mammalia,Chordata,Chordata/Mammalia/Hominidae/Pan/Pan_troglodytes/779861027.mp3
12038,779853744,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0143_11_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853744.mp3
10500,779856897,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2093_07_short.mp3,Gracula religiosa,Gracula,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Gracula/Gracula_religiosa/779856897.mp3
12495,779852912,http://www.tierstimmenarchiv.de/recordings/Diasporus_diastema_DIG0121_02_short.mp3,Diasporus diastema,Diasporus,Eleutherodactylidae,Amphibia,Chordata,Chordata/Amphibia/Eleutherodactylidae/Diasporus/Diasporus_diastema/779852912.mp3
8666,779862231,http://www.tierstimmenarchiv.de/recordings/Parus_major_V1816_02_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862231.mp3
9888,779858727,http://www.tierstimmenarchiv.de/recordings/Lophophanes_cristatus_DIG0156_21_short.mp3,Lophophanes cristatus,Lophophanes,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Lophophanes/Lophophanes_cristatus/779858727.mp3
10755,779856226,http://www.tierstimmenarchiv.de/recordings/Fulica_atra_V1542_08_short.mp3,Fulica atra,Fulica,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Fulica/Fulica_atra/779856226.mp3
9089,779860729,http://www.tierstimmenarchiv.de/recordings/Oriolus_oriolus_KrDAT0007_20_short.mp3,Oriolus oriolus,Oriolus,Oriolidae,Aves,Chordata,Chordata/Aves/Oriolidae/Oriolus/Oriolus_oriolus/779860729.mp3
5677,779869342,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_07_short.mp3,Vulpes lagopus,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_lagopus/779869342.mp3
5212,893490038,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_DIG0162_12_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/893490038.mp3
6577,779867122,http://www.tierstimmenarchiv.de/recordings/Sylvia_borin_DIG0091_05_short.mp3,Sylvia borin,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_borin/779867122.mp3
2507,1143567637,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Bru_DAT0007_81_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1143567637.mp3
10340,779857305,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1138_02_short.mp3,Helarctos malayanus,Helarctos,Ursidae,Mammalia,Chordata,Chordata/Mammalia/Ursidae/Helarctos/Helarctos_malayanus/779857305.mp3
201,1291058107,http://www.tierstimmenarchiv.de/recordings/Sylvia_nisoria_Bru_DAT0179_02_short.mp3,Sylvia nisoria,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_nisoria/1291058107.mp3
1803,1229953167,http://www.tierstimmenarchiv.de/recordings/Crinifer_zonurus_Lue0068_02_short.mp3,Crinifer zonurus,Crinifer,Musophagidae,Aves,Chordata,Chordata/Aves/Musophagidae/Crinifer/Crinifer_zonurus/1229953167.mp3
15912,779844686,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_scirpaceus_V1744_01_short.mp3,Acrocephalus scirpaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_scirpaceus/779844686.mp3
10377,779857236,http://www.tierstimmenarchiv.de/recordings/Haliaeetus_leucoryphus_V1662_45_short.mp3,Haliaeetus leucoryphus,Haliaeetus,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Haliaeetus/Haliaeetus_leucoryphus/779857236.mp3
10151,779857975,http://www.tierstimmenarchiv.de/recordings/Iduna_pallida_DIG0154_04_short.mp3,Iduna pallida,Iduna,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Iduna/Iduna_pallida/779857975.mp3
6966,779866051,http://www.tierstimmenarchiv.de/recordings/Scolopax_rusticola_DIG0083_07_short.mp3,Scolopax rusticola,Scolopax,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Scolopax/Scolopax_rusticola/779866051.mp3
774,1249269156,http://www.tierstimmenarchiv.de/recordings/Gracupica_contra_Lue0101_01_short.mp3,Gracupica contra,Gracupica,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Gracupica/Gracupica_contra/1249269156.mp3
3902,1052812305,http://www.tierstimmenarchiv.de/recordings/Prunella_modularis_Tre_N0033_03_short.mp3,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/1052812305.mp3
8228,779863154,http://www.tierstimmenarchiv.de/recordings/Fa_N0189_Phylloscopus_collybita_046_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863154.mp3
