gbifID,species,genus,family,class,phylum,file_name
1228009922,Leptodactylus syphax,Leptodactylus,Leptodactylidae,Amphibia,Chordata,Chordata/Amphibia/Leptodactylidae/Leptodactylus/Leptodactylus_syphax/1228009922.mp3
779863621,Phylloscopus sibillatrix,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_sibillatrix/779863621.mp3
779862995,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862995.mp3
779865822,Saguinus labiatus,Saguinus,Callitrichidae,Mammalia,Chordata,Chordata/Mammalia/Callitrichidae/Saguinus/Saguinus_labiatus/779865822.mp3
893457282,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/893457282.mp3
779849138,Carduelis carduelis,Carduelis,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carduelis/Carduelis_carduelis/779849138.mp3
779859226,Lycaon pictus,Lycaon,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Lycaon/Lycaon_pictus/779859226.mp3
779857856,Hylochoerus meinertzhageni,Hylochoerus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Hylochoerus/Hylochoerus_meinertzhageni/779857856.mp3
1269848166,Motacilla flava,Motacilla,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Motacilla/Motacilla_flava/1269848166.mp3
779860338,Nucifraga caryocatactes,Nucifraga,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Nucifraga/Nucifraga_caryocatactes/779860338.mp3
779849898,Chlamydera cerviniventris,Chlamydera,Ptilonorhynchidae,Aves,Chordata,Chordata/Aves/Ptilonorhynchidae/Chlamydera/Chlamydera_cerviniventris/779849898.mp3
779846146,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846146.mp3
779848000,Canis aureus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_aureus/779848000.mp3
779851277,Copsychus malabaricus,Copsychus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Copsychus/Copsychus_malabaricus/779851277.mp3
779860945,Pachyptila belcheri,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_belcheri/779860945.mp3
779858627,Locustella luscinioides,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_luscinioides/779858627.mp3
779846761,Arvicola amphibius,Arvicola,Cricetidae,Mammalia,Chordata,Chordata/Mammalia/Cricetidae/Arvicola/Arvicola_amphibius/779846761.mp3
779868566,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868566.mp3
1062491886,Acrocephalus scirpaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_scirpaceus/1062491886.mp3
779864296,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/779864296.mp3
1143515376,Poicephalus meyeri,Poicephalus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Poicephalus/Poicephalus_meyeri/1143515376.mp3
779844562,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844562.mp3
1451081543,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081543.mp3
779844766,Aegithalos caudatus,Aegithalos,Aegithalidae,Aves,Chordata,Chordata/Aves/Aegithalidae/Aegithalos/Aegithalos_caudatus/779844766.mp3
1052805763,Corvus corax,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_corax/1052805763.mp3
779849298,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849298.mp3
1228009941,Lorius chlorocercus,Lorius,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Lorius/Lorius_chlorocercus/1228009941.mp3
779851920,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/779851920.mp3
1052813688,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813688.mp3
779853071,Dryocopus martius,Dryocopus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryocopus/Dryocopus_martius/779853071.mp3
779864108,Picus viridis,Picus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Picus/Picus_viridis/779864108.mp3
1143567626,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1143567626.mp3
893485213,Neofelis nebulosa,Neofelis,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Neofelis/Neofelis_nebulosa/893485213.mp3
779859114,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859114.mp3
779862195,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862195.mp3
779862674,Phoca vitulina,Phoca,Phocidae,Mammalia,Chordata,Chordata/Mammalia/Phocidae/Phoca/Phoca_vitulina/779862674.mp3
779853823,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853823.mp3
1143515580,Sylvia borin,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_borin/1143515580.mp3
1062495060,Bombina variegata,Bombina,Bombinatoridae,Amphibia,Chordata,Chordata/Amphibia/Bombinatoridae/Bombina/Bombina_variegata/1062495060.mp3
779862182,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862182.mp3
779849752,Cervus nippon,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_nippon/779849752.mp3
779855361,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855361.mp3
779868577,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868577.mp3
779845300,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845300.mp3
779844572,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844572.mp3
779854615,Eudyptes chrysocome,Eudyptes,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854615.mp3
1291660140,Phylloscopus sibillatrix,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_sibillatrix/1291660140.mp3
779850064,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850064.mp3
779852860,Dryobates minor,Dryobates,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryobates/Dryobates_minor/779852860.mp3
779856330,Gallicolumba crinigera,Gallicolumba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Gallicolumba/Gallicolumba_crinigera/779856330.mp3
779845247,Anas penelope,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_penelope/779845247.mp3
779868626,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868626.mp3
779850091,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850091.mp3
1249268929,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1249268929.mp3
1249269395,Sericossypha albocristata,Sericossypha,Thraupidae,Aves,Chordata,Chordata/Aves/Thraupidae/Sericossypha/Sericossypha_albocristata/1249269395.mp3
1052811620,Periparus ater,Periparus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Periparus/Periparus_ater/1052811620.mp3
991881608,Chlidonias hybrida,Chlidonias,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Chlidonias/Chlidonias_hybrida/991881608.mp3
1229954327,Rupicola peruvianus,Rupicola,Cotingidae,Aves,Chordata,Chordata/Aves/Cotingidae/Rupicola/Rupicola_peruvianus/1229954327.mp3
779852500,Delichon urbicum,Delichon,Hirundinidae,Aves,Chordata,Chordata/Aves/Hirundinidae/Delichon/Delichon_urbicum/779852500.mp3
1229950763,Anas querquedula,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_querquedula/1229950763.mp3
779845941,Anthracoceros coronatus,Anthracoceros,Bucerotidae,Aves,Chordata,Chordata/Aves/Bucerotidae/Anthracoceros/Anthracoceros_coronatus/779845941.mp3
779846707,Ardea cinerea,Ardea,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Ardea/Ardea_cinerea/779846707.mp3
1229954242,Pica pica,Pica,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954242.mp3
779850156,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850156.mp3
893490396,Poecile palustris,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_palustris/893490396.mp3
779854563,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/779854563.mp3
1229954345,Speculanas specularis,Speculanas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Speculanas/Speculanas_specularis/1229954345.mp3
779849705,Cervus elaphus,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_elaphus/779849705.mp3
779853468,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853468.mp3
779862907,Phoenicurus ochruros,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_ochruros/779862907.mp3
1143515414,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/1143515414.mp3
1052813714,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813714.mp3
779856071,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856071.mp3
779861675,Panthera tigris,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_tigris/779861675.mp3
779869315,Vespa crabro,Vespa,Vespidae,Insecta,Arthropoda,Arthropoda/Insecta/Vespidae/Vespa/Vespa_crabro/779869315.mp3
779866914,Sus scrofa,Sus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Sus/Sus_scrofa/779866914.mp3
779865189,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Pyrrhula/Pyrrhula_pyrrhula/779865189.mp3
779854884,Ficedula hypoleuca,Ficedula,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Ficedula/Ficedula_hypoleuca/779854884.mp3
1229655167,Otus bakkamoena,Otus,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Otus/Otus_bakkamoena/1229655167.mp3
779854230,Equus asinus,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_asinus/779854230.mp3
779844643,Acrocephalus schoenobaenus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_schoenobaenus/779844643.mp3
779846259,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846259.mp3
779862969,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862969.mp3
779864060,Picus canus,Picus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Picus/Picus_canus/779864060.mp3
1249268815,Cyanerpes cyaneus,Cyanerpes,Thraupidae,Aves,Chordata,Chordata/Aves/Thraupidae/Cyanerpes/Cyanerpes_cyaneus/1249268815.mp3
779856072,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856072.mp3
1052813760,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813760.mp3
779844401,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844401.mp3
1249269527,Turdus migratorius,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_migratorius/1249269527.mp3
991879356,Carpodacus erythrinus,Carpodacus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carpodacus/Carpodacus_erythrinus/991879356.mp3
1229655009,Neophron percnopterus,Neophron,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Neophron/Neophron_percnopterus/1229655009.mp3
779860425,Nyctereutes procyonoides,Nyctereutes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Nyctereutes/Nyctereutes_procyonoides/779860425.mp3
1249269530,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1249269530.mp3
779863711,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863711.mp3
779864841,Pseudeos fuscata,Pseudeos,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Pseudeos/Pseudeos_fuscata/779864841.mp3
779846655,Arctictis binturong,Arctictis,Viverridae,Mammalia,Chordata,Chordata/Mammalia/Viverridae/Arctictis/Arctictis_binturong/779846655.mp3
779849521,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/779849521.mp3
779866422,Sterna vittata,Sterna,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Sterna/Sterna_vittata/779866422.mp3
991949888,Scolopax rusticola,Scolopax,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Scolopax/Scolopax_rusticola/991949888.mp3
779847297,Branta leucopsis,Branta,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Branta/Branta_leucopsis/779847297.mp3
779844927,Alauda arvensis,Alauda,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Alauda/Alauda_arvensis/779844927.mp3
779864786,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/779864786.mp3
1230246809,Ploceus velatus,Ploceus,Ploceidae,Aves,Chordata,Chordata/Aves/Ploceidae/Ploceus/Ploceus_velatus/1230246809.mp3
779862178,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862178.mp3
779864846,Psilopogon pyrolophus,Psilopogon,Megalaimidae,Aves,Chordata,Chordata/Aves/Megalaimidae/Psilopogon/Psilopogon_pyrolophus/779864846.mp3
1142104347,Dromaius novaehollandiae,Dromaius,Dromaiidae,Aves,Chordata,Chordata/Aves/Dromaiidae/Dromaius/Dromaius_novaehollandiae/1142104347.mp3
779844551,Acrocephalus baeticatus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_baeticatus/779844551.mp3
991893952,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/991893952.mp3
1052813867,Turdus viscivorus,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_viscivorus/1052813867.mp3
1143515415,Psittacus erithacus,Psittacus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Psittacus/Psittacus_erithacus/1143515415.mp3
779855629,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855629.mp3
779849918,Chlidonias hybrida,Chlidonias,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Chlidonias/Chlidonias_hybrida/779849918.mp3
1249268696,Cettia cetti,Cettia,Cettiidae,Aves,Chordata,Chordata/Aves/Cettiidae/Cettia/Cettia_cetti/1249268696.mp3
779860427,Nyctereutes procyonoides,Nyctereutes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Nyctereutes/Nyctereutes_procyonoides/779860427.mp3
991952311,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952311.mp3
1143514745,Eclectus roratus,Eclectus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Eclectus/Eclectus_roratus/1143514745.mp3
779848493,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848493.mp3
779863181,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863181.mp3
1143514562,Burhinus oedicnemus,Burhinus,Burhinidae,Aves,Chordata,Chordata/Aves/Burhinidae/Burhinus/Burhinus_oedicnemus/1143514562.mp3
779863240,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863240.mp3
779856030,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856030.mp3
779864002,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779864002.mp3
1142104869,Fulica cristata,Fulica,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Fulica/Fulica_cristata/1142104869.mp3
779861758,Panthera tigris,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_tigris/779861758.mp3
779855502,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855502.mp3
779846476,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846476.mp3
1052813827,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813827.mp3
893490403,Pongo pygmaeus,Pongo,Hominidae,Mammalia,Chordata,Chordata/Mammalia/Hominidae/Pongo/Pongo_pygmaeus/893490403.mp3
1052807431,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807431.mp3
779857531,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/779857531.mp3
779848929,Linaria cannabina,Linaria,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Linaria/Linaria_cannabina/779848929.mp3
779848489,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848489.mp3
1052813732,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813732.mp3
779858222,Lanius collurio,Lanius,Laniidae,Aves,Chordata,Chordata/Aves/Laniidae/Lanius/Lanius_collurio/779858222.mp3
779853423,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853423.mp3
779859660,Merops viridis,Merops,Meropidae,Aves,Chordata,Chordata/Aves/Meropidae/Merops/Merops_viridis/779859660.mp3
779866109,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/779866109.mp3
1229954421,Tauraco corythaix,Tauraco,Musophagidae,Aves,Chordata,Chordata/Aves/Musophagidae/Tauraco/Tauraco_corythaix/1229954421.mp3
779854594,Eudyptes chrysocome,Eudyptes,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854594.mp3
779858985,Luscinia luscinia,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_luscinia/779858985.mp3
779853870,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853870.mp3
1230246056,Oriolus oriolus,Oriolus,Oriolidae,Aves,Chordata,Chordata/Aves/Oriolidae/Oriolus/Oriolus_oriolus/1230246056.mp3
1052811508,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811508.mp3
779848080,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848080.mp3
779860378,Nucifraga caryocatactes,Nucifraga,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Nucifraga/Nucifraga_caryocatactes/779860378.mp3
1249268698,Cettia cetti,Cettia,Cettiidae,Aves,Chordata,Chordata/Aves/Cettiidae/Cettia/Cettia_cetti/1249268698.mp3
779846232,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846232.mp3
779853800,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853800.mp3
779862170,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862170.mp3
779866308,Stephanoaetus coronatus,Stephanoaetus,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Stephanoaetus/Stephanoaetus_coronatus/779866308.mp3
779861412,Panthera pardus,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_pardus/779861412.mp3
1230056176,Cinnyris habessinicus,Cinnyris,Nectariniidae,Aves,Chordata,Chordata/Aves/Nectariniidae/Cinnyris/Cinnyris_habessinicus/1230056176.mp3
779865691,Rhinoceros unicornis,Rhinoceros,Rhinocerotidae,Mammalia,Chordata,Chordata/Mammalia/Rhinocerotidae/Rhinoceros/Rhinoceros_unicornis/779865691.mp3
779859135,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859135.mp3
779851607,Corvus cornix,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_cornix/779851607.mp3
893491629,Uncia uncia,Uncia,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Uncia/Uncia_uncia/893491629.mp3
1052777748,Acrocephalus schoenobaenus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_schoenobaenus/1052777748.mp3
779851036,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851036.mp3
779855587,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855587.mp3
779846088,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846088.mp3
779846516,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846516.mp3
779852153,Cyanistes caeruleus,Cyanistes,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Cyanistes/Cyanistes_caeruleus/779852153.mp3
779869813,Vulpes corsac,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_corsac/779869813.mp3
779864052,Picus canus,Picus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Picus/Picus_canus/779864052.mp3
779860971,Pachyptila turtur,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_turtur/779860971.mp3
1143514432,Alisterus amboinensis,Alisterus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Alisterus/Alisterus_amboinensis/1143514432.mp3
779846237,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846237.mp3
1230055471,Certhilauda curvirostris,Certhilauda,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Certhilauda/Certhilauda_curvirostris/1230055471.mp3
779866833,Sturnus vulgaris,Sturnus,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Sturnus/Sturnus_vulgaris/779866833.mp3
779854649,Euodice cantans,Euodice,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Euodice/Euodice_cantans/779854649.mp3
1052811639,Periparus ater,Periparus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Periparus/Periparus_ater/1052811639.mp3
1052813841,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813841.mp3
779866964,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779866964.mp3
1052813412,Sturnus vulgaris,Sturnus,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Sturnus/Sturnus_vulgaris/1052813412.mp3
779864688,Potamochoerus porcus,Potamochoerus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Potamochoerus/Potamochoerus_porcus/779864688.mp3
779845384,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845384.mp3
779867081,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779867081.mp3
779856348,Gallicolumba tristigmata,Gallicolumba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Gallicolumba/Gallicolumba_tristigmata/779856348.mp3
779849725,Cervus elaphus,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_elaphus/779849725.mp3
779859196,Lybius leucocephalus,Lybius,Lybiidae,Aves,Chordata,Chordata/Aves/Lybiidae/Lybius/Lybius_leucocephalus/779859196.mp3
1421199821,Botaurus stellaris,Botaurus,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Botaurus/Botaurus_stellaris/1421199821.mp3
